participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
17,DDM,time_and_value_scaling,wide,DEoptimR,delay,4862.430121027564,0.8728799476224229
17,DDM,time_and_value_scaling,wide,DEoptimR,date,4840.011897200608,0.8688555364632294
