participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,1,1.852865331133362,1,0.5092779023107141,0.1902061708713882,1,0.9497047355398536,8.53032696293667,0.46251299911487387,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,2,1.852865331133362,1,0.5092779023107141,0.1902061708713882,1,0.9497047355398536,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,3,1.852865331133362,1,0.5092779023107141,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,4,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,5,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,6,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,7,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,8,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.6663259506340512
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,9,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.6663259506340512
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,10,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.6663259506340512
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,11,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,7.958905597571284,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.6663259506340512
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,12,2.9734119928465224,1,1.2060220413096248,1.3366870215190576,1,9.45292372489348,1.7630606144666672,0.2993436956382429,3.56658361720818,0.9181333974702285,0.6011020528959108,1.0774666968736537
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,13,2.9734119928465224,1,1.2060220413096248,1.3366870215190576,1,9.45292372489348,1.7630606144666672,0.2993436956382429,3.56658361720818,0.9181333974702285,0.6011020528959108,1.0774666968736537
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,14,2.9734119928465224,1,1.0925412785969675,2.0011619636604565,1,9.45292372489348,1.7630606144666672,0.2993436956382429,3.56658361720818,0.9181333974702285,0.6011020528959108,1.0774666968736537
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,15,2.9734119928465224,1,1.0925412785969675,2.0011619636604565,1,9.45292372489348,1.7630606144666672,0.2993436956382429,3.56658361720818,0.9181333974702285,0.6011020528959108,1.0774666968736537
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,16,2.9734119928465224,1,1.0925412785969675,2.0011619636604565,1,9.45292372489348,1.7630606144666672,0.2993436956382429,3.56658361720818,0.9181333974702285,0.6011020528959108,1.0774666968736537
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,17,2.9734119928465224,1,1.0925412785969675,2.0011619636604565,1,9.45292372489348,1.7630606144666672,0.2993436956382429,3.56658361720818,0.9181333974702285,0.6011020528959108,1.0774666968736537
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,18,2.9734119928465224,1,1.0925412785969675,2.0011619636604565,1,9.45292372489348,1.7630606144666672,0.2993436956382429,3.56658361720818,0.9181333974702285,0.6011020528959108,1.0774666968736537
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,19,2.9734119928465224,1,1.0925412785969675,2.0011619636604565,1,9.45292372489348,1.7630606144666672,0.2993436956382429,3.56658361720818,0.9181333974702285,0.6011020528959108,1.0774666968736537
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,20,2.9734119928465224,1,1.0925412785969675,2.0011619636604565,1,9.45292372489348,1.7630606144666672,0.2993436956382429,3.56658361720818,0.9181333974702285,0.6011020528959108,1.0774666968736537
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,21,2.9734119928465224,1,1.0925412785969675,2.0011619636604565,1,9.45292372489348,1.7630606144666672,0.2993436956382429,3.56658361720818,0.9181333974702285,0.6011020528959108,1.0774666968736537
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,22,1.8540201677312145,1,0.8318125380221753,1.1887560187667983,1,9.259109828854353,2.928551167073845,0.43904318806133236,4.753174770430196,0.8318300200792585,0.8771440293832549,0.7642168572927227
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,23,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,0.7148156891926193,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,24,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,0.7148156891926193,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,25,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,0.7148156891926193,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,26,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,1.1140117763380935,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,27,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,1.1140117763380935,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,28,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,1.1140117763380935,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,29,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,1.1140117763380935,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,30,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,1.1140117763380935,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,31,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,1.1140117763380935,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,32,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,1.1140117763380935,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,33,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,1.1140117763380935,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,34,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,1.1140117763380935,1.208138324925676
36,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,35,2.2039784709434027,1,1.2955602131512016,2.5557757628097764,1,6.04297052603215,0.3228049985589081,0.7338008233952615,3.60197712784659,1.0839377931435594,1.1140117763380935,1.208138324925676
