participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t0
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,1,0.27183388640172784,1,1.528125922428444,1.2749285810557196,1,2.960419876035303,9.275345837231725,0.943275552279884,2.152112231298815,0.24050598600879314
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,2,0.27183388640172784,1,1.528125922428444,1.2749285810557196,1,2.960419876035303,9.275345837231725,0.943275552279884,2.152112231298815,0.24050598600879314
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,3,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,1.2981719290837646,0.03568251020423603,2.205709030106201,0.5276778176659719
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,4,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,1.2981719290837646,0.03568251020423603,2.205709030106201,0.5276778176659719
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,5,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,1.2981719290837646,0.03568251020423603,2.205709030106201,0.5276778176659719
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,6,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,1.2981719290837646,0.1269961200724682,2.205709030106201,0.5276778176659719
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,7,2.88189376444323,1,1.9898927689064294,0.1902061708713882,1,9.185536736622453,1.2981719290837646,0.1269961200724682,2.205709030106201,0.5276778176659719
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,8,1.2840600842721759,1,1.2227210370730615,0.44629888079361957,1,8.604075161274523,3.7616216209717095,0.8727254575320147,6.348655187016526,1.2387156610460022
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,9,2.7056630387343468,1,1.022706018202007,0.4989630033141932,1,0.46353175304830074,5.318915057461709,0.538895154126193,6.657229961090235,1.066269576305058
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,10,2.7056630387343468,1,1.022706018202007,0.4989630033141932,1,0.46353175304830074,5.318915057461709,0.538895154126193,6.657229961090235,1.066269576305058
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,11,2.1409103747432345,1,1.1938283701892942,0.5482033122908324,1,1.3087216392159462,1.0751802753657103,0.7449823407820146,6.349886328018196,1.0628796409593897
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,12,2.1421529410523363,1,1.15585991833359,0.9302595860762336,1,6.492913897149265,1.416802650783211,0.44364833841744933,3.4483250872907223,0.704846994553562
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,13,2.1421529410523363,1,1.15585991833359,0.9302595860762336,1,6.492913897149265,3.138443214107305,0.44364833841744933,3.4483250872907223,0.704846994553562
67,DFT_CRT,time_and_value_scaling,wide,DEoptim,14,2.1421529410523363,1,1.15585991833359,0.9302595860762336,1,6.492913897149265,3.138443214107305,0.44364833841744933,3.4483250872907223,0.704846994553562
