participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
21,DDM,value_scaling_t0,wide,DEoptim,1.0421468745220352,1,1.032546366429487,0.3163979924708622,1,0.08050962308111581,3.4765020660662325,1.2501597295423492,1.3360823095769485,1.385561879353067
