participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
62,DDM,time_and_value_scaling,wide,DEoptim,delay,3654.493577743315,0.6560370192123081
62,DDM,time_and_value_scaling,wide,DEoptim,date,3292.589151038299,0.591069686178463
