participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
36,DDM,value_scaling_t0,wide,DEoptimR,0.6333100105455115,1,1.0149196905594715,0.5192408555021517,1,0.6879407644754134,3.2764607984515735,1.1936880707160704,1.5630661324568293,1.2085753733068094
