participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
74,DDM,time_and_value_scaling_t0,wide,DEoptim,0.5305579169436835,1,0.4100130027892311,1.1025653990510136,1,0.1788337813385385,0.9751043463834027,2.684902471804817,1.3612906031279512,1.379525264327199
