participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,w,theta_star,t01,t02
1,DFT_CRT,time_scaling_t0,wide,DEoptim,1,2.084101298158057,1,1.3468086058576592,1,9.840633503627032,0.7275831632698281,9.931037620082497,0.9263718410627917,1.4455396991455929
1,DFT_CRT,time_scaling_t0,wide,DEoptim,2,2.084101298158057,1,1.3468086058576592,1,6.337077375035733,0.6090782699781833,9.931037620082497,0.9263718410627917,1.4455396991455929
1,DFT_CRT,time_scaling_t0,wide,DEoptim,3,1.0370023479359225,1,0.1609251814382151,1,0.33402003115043044,0.15230741602435893,8.792069346101952,0.3303098644246347,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,4,1.0370023479359225,1,0.1609251814382151,1,0.33402003115043044,0.15230741602435893,8.792069346101952,0.3303098644246347,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,5,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,0.3476491197594442
1,DFT_CRT,time_scaling_t0,wide,DEoptim,6,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,0.3476491197594442
1,DFT_CRT,time_scaling_t0,wide,DEoptim,7,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,0.3476491197594442
1,DFT_CRT,time_scaling_t0,wide,DEoptim,8,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,0.3476491197594442
1,DFT_CRT,time_scaling_t0,wide,DEoptim,9,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,0.3476491197594442
1,DFT_CRT,time_scaling_t0,wide,DEoptim,10,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,0.3476491197594442
1,DFT_CRT,time_scaling_t0,wide,DEoptim,11,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,0.3476491197594442
1,DFT_CRT,time_scaling_t0,wide,DEoptim,12,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,0.3476491197594442
1,DFT_CRT,time_scaling_t0,wide,DEoptim,13,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,14,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,15,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,16,1.8316953907324933,1,0.14990680357394742,1,5.804703328758478,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,17,1.8316953907324933,1,0.14990680357394742,1,8.170773490979075,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,18,1.8316953907324933,1,0.14990680357394742,1,8.170773490979075,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,19,1.8316953907324933,1,0.14990680357394742,1,8.170773490979075,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,20,1.8316953907324933,1,0.14990680357394742,1,8.170773490979075,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,21,1.8316953907324933,1,0.14990680357394742,1,8.170773490979075,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,22,1.8316953907324933,1,0.14990680357394742,1,8.170773490979075,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,23,1.8316953907324933,1,0.14990680357394742,1,8.170773490979075,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,24,1.8316953907324933,1,0.14990680357394742,1,8.170773490979075,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,25,1.8316953907324933,1,0.14990680357394742,1,8.170773490979075,0.34681808517534757,5.8062691626460285,0.7082085740915499,1.171791435633097
1,DFT_CRT,time_scaling_t0,wide,DEoptim,26,1.640408655927982,1,0.3181488038445906,1,4.972153638955206,0.3373603956754146,5.259444912885591,1.1988983683548011,1.5242787060223797
1,DFT_CRT,time_scaling_t0,wide,DEoptim,27,1.640408655927982,1,0.3181488038445906,1,4.972153638955206,0.3373603956754146,5.259444912885591,1.1988983683548011,1.5242787060223797
1,DFT_CRT,time_scaling_t0,wide,DEoptim,28,1.640408655927982,1,0.3181488038445906,1,4.972153638955206,0.3373603956754146,5.259444912885591,1.1988983683548011,1.5242787060223797
1,DFT_CRT,time_scaling_t0,wide,DEoptim,29,1.640408655927982,1,0.3181488038445906,1,4.972153638955206,0.3373603956754146,5.259444912885591,1.1988983683548011,1.5242787060223797
1,DFT_CRT,time_scaling_t0,wide,DEoptim,30,1.640408655927982,1,0.3181488038445906,1,3.742779100652603,0.3373603956754146,5.259444912885591,1.1988983683548011,1.5242787060223797
1,DFT_CRT,time_scaling_t0,wide,DEoptim,31,2.9901993377098455,1,0.4164738025912084,1,3.475081028882414,0.2858704438607017,4.956288321187262,0.9653106109884129,1.8284278686716853
1,DFT_CRT,time_scaling_t0,wide,DEoptim,32,2.9901993377098455,1,0.4164738025912084,1,3.475081028882414,0.2858704438607017,4.956288321187262,0.9653106109884129,1.8284278686716853
1,DFT_CRT,time_scaling_t0,wide,DEoptim,33,2.9901993377098455,1,0.4164738025912084,1,3.475081028882414,0.2858704438607017,4.956288321187262,0.9653106109884129,1.8284278686716853
1,DFT_CRT,time_scaling_t0,wide,DEoptim,34,2.9901993377098455,1,0.4164738025912084,1,3.475081028882414,0.2858704438607017,4.956288321187262,0.9653106109884129,1.8284278686716853
1,DFT_CRT,time_scaling_t0,wide,DEoptim,35,2.9901993377098455,1,0.4164738025912084,1,3.475081028882414,0.2858704438607017,4.956288321187262,0.9653106109884129,1.8284278686716853
1,DFT_CRT,time_scaling_t0,wide,DEoptim,36,2.9901993377098455,1,0.4164738025912084,1,3.475081028882414,0.2629618662940059,4.8605818153847755,0.9171667902330427,1.8284278686716853
1,DFT_CRT,time_scaling_t0,wide,DEoptim,37,2.9901993377098455,1,0.4164738025912084,1,3.475081028882414,0.2629618662940059,4.8605818153847755,0.9171667902330427,1.8284278686716853
1,DFT_CRT,time_scaling_t0,wide,DEoptim,38,2.9901993377098455,1,0.4164738025912084,1,3.475081028882414,0.2629618662940059,4.8605818153847755,0.9171667902330427,1.8284278686716853
1,DFT_CRT,time_scaling_t0,wide,DEoptim,39,2.9901993377098455,1,0.4164738025912084,1,3.475081028882414,0.2629618662940059,4.8605818153847755,0.9171667902330427,1.8284278686716853
1,DFT_CRT,time_scaling_t0,wide,DEoptim,40,1.92384865652664,1,0.4164738025912084,1,3.475081028882414,0.2629618662940059,4.8605818153847755,0.9171667902330427,1.575941225856663
1,DFT_CRT,time_scaling_t0,wide,DEoptim,41,1.92384865652664,1,0.4164738025912084,1,3.475081028882414,0.2629618662940059,4.8605818153847755,0.9171667902330427,1.575941225856663
1,DFT_CRT,time_scaling_t0,wide,DEoptim,42,1.92384865652664,1,0.4164738025912084,1,3.475081028882414,0.2629618662940059,4.8605818153847755,0.9171667902330427,1.575941225856663
1,DFT_CRT,time_scaling_t0,wide,DEoptim,43,2.501625912234556,1,0.4184078776574694,1,2.7039498931178856,0.23531094313498335,4.745989621497442,0.8459483906992851,1.6447630635363364
1,DFT_CRT,time_scaling_t0,wide,DEoptim,44,2.501625912234556,1,0.4418456191388865,1,2.7039498931178856,0.23531094313498335,4.745989621497442,0.8459483906992851,1.6447630635363364
1,DFT_CRT,time_scaling_t0,wide,DEoptim,45,2.501625912234556,1,0.4418456191388865,1,2.7039498931178856,0.23531094313498335,4.745989621497442,0.8459483906992851,1.6447630635363364
1,DFT_CRT,time_scaling_t0,wide,DEoptim,46,2.501625912234556,1,0.4418456191388865,1,2.7039498931178856,0.23531094313498335,4.745989621497442,0.8459483906992851,1.6447630635363364
1,DFT_CRT,time_scaling_t0,wide,DEoptim,47,2.5929880188065306,1,0.02380371756127031,1,5.71626058580547,0.18261854906967923,4.93249606033443,0.8836508290173277,1.5483918570245214
1,DFT_CRT,time_scaling_t0,wide,DEoptim,48,2.5929880188065306,1,0.02380371756127031,1,5.71626058580547,0.18261854906967923,4.93249606033443,0.8836508290173277,1.634145990761503
1,DFT_CRT,time_scaling_t0,wide,DEoptim,49,2.5929880188065306,1,0.02380371756127031,1,4.686275194353454,0.18261854906967923,4.93249606033443,0.8836508290173277,1.634145990761503
1,DFT_CRT,time_scaling_t0,wide,DEoptim,50,2.5929880188065306,1,0.02380371756127031,1,4.686275194353454,0.18261854906967923,4.93249606033443,0.8836508290173277,1.634145990761503
1,DFT_CRT,time_scaling_t0,wide,DEoptim,51,1.3097777065463931,1,0.4429250761263873,1,0.5209217573799279,0.24190606487113667,4.610665771885129,0.9283505363196497,1.7395273537617892
1,DFT_CRT,time_scaling_t0,wide,DEoptim,52,1.3097777065463931,1,0.4429250761263873,1,0.5209217573799279,0.24190606487113667,4.610665771885129,0.9283505363196497,1.7395273537617892
1,DFT_CRT,time_scaling_t0,wide,DEoptim,53,1.3097777065463931,1,0.4429250761263873,1,0.5209217573799279,0.24190606487113667,4.610665771885129,0.9283505363196497,1.7395273537617892
1,DFT_CRT,time_scaling_t0,wide,DEoptim,54,1.3097777065463931,1,0.4429250761263873,1,0.5209217573799279,0.24190606487113667,4.610665771885129,0.9283505363196497,1.7395273537617892
1,DFT_CRT,time_scaling_t0,wide,DEoptim,55,1.3097777065463931,1,0.4429250761263873,1,0.5209217573799279,0.24190606487113667,4.610665771885129,0.9283505363196497,1.7395273537617892
1,DFT_CRT,time_scaling_t0,wide,DEoptim,56,1.3097777065463931,1,0.4429250761263873,1,0.5209217573799279,0.24190606487113667,4.610665771885129,0.9283505363196497,1.7395273537617892
1,DFT_CRT,time_scaling_t0,wide,DEoptim,57,1.3097777065463931,1,0.4429250761263873,1,0.5209217573799279,0.24190606487113667,4.610665771885129,0.9283505363196497,1.7395273537617892
1,DFT_CRT,time_scaling_t0,wide,DEoptim,58,1.3097777065463931,1,0.4429250761263873,1,0.5209217573799279,0.24190606487113667,4.610665771885129,0.9283505363196497,1.7395273537617892
1,DFT_CRT,time_scaling_t0,wide,DEoptim,59,1.0370023479359225,1,0.2447929028147832,1,0.33402003115043044,0.32882164438725875,4.955101727625526,0.8713504635964263,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,60,1.0370023479359225,1,0.2447929028147832,1,0.33402003115043044,0.32882164438725875,4.955101727625526,0.8713504635964263,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,61,1.0370023479359225,1,0.2447929028147832,1,0.33402003115043044,0.32882164438725875,4.955101727625526,0.8713504635964263,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,62,1.0370023479359225,1,0.2447929028147832,1,0.33402003115043044,0.37592109621887604,4.955101727625526,0.8713504635964263,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,63,1.0370023479359225,1,0.2447929028147832,1,0.33402003115043044,0.37592109621887604,4.955101727625526,0.8713504635964263,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,64,1.0370023479359225,1,0.2447929028147832,1,0.33402003115043044,0.37592109621887604,4.955101727625526,0.8713504635964263,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,65,1.0370023479359225,1,0.2447929028147832,1,0.33402003115043044,0.37592109621887604,4.955101727625526,0.8713504635964263,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,66,1.0370023479359225,1,0.2447929028147832,1,0.33402003115043044,0.37592109621887604,4.955101727625526,0.8713504635964263,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,67,1.0370023479359225,1,0.2447929028147832,1,0.33402003115043044,0.37592109621887604,4.955101727625526,0.8713504635964263,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,68,1.0370023479359225,1,0.2447929028147832,1,0.33402003115043044,0.37592109621887604,4.955101727625526,0.8713504635964263,1.5586997598409653
1,DFT_CRT,time_scaling_t0,wide,DEoptim,69,0.6899829997122289,1,0.4240112371096648,1,0.8773750120177866,0.8160772064308822,4.1535848235530715,0.9694675979651831,1.8323880959557062
1,DFT_CRT,time_scaling_t0,wide,DEoptim,70,0.6899829997122289,1,0.4240112371096648,1,0.8773750120177866,0.8160772064308822,4.1535848235530715,0.9694675979651831,1.8323880959557062
