participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,theta_star,t0
91,DFT_CRT,time_and_value_scaling,wide,DEoptim,1.3941990147904195,1,2.798778234421861,0.8075722575712851,1,3.0826356771572003,0.691870407781956,2.7199692920606724,1.3351058216316263
