participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
26,DFT_CRT,defer_speedup_value_scaling_t0,wide,DEoptim,1848,TRUE,-522.8033514827854,1061.6067029655708,1089.7141329348906
