participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,w,theta_star,t01,t02
43,DFT_CRT,time_scaling_t0,wide,DEoptim,1.048623860704842,1,0.5128275523508505,1,0.5482623601019685,0.5493894951251435,3.0000753799435222,1.2904150344911127,1.5010838912662519
