participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02
81,DDM,value_scaling_t0,wide,DEoptimR,0.7217765802044968,1,0.8620438434626844,0.010000011420234682,1,0.6468633011659692,3.0894272947425407,1.2900654112870924,1.8792765621405194
