participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
25,DDM,date_delay_time_and_value_scaling_t0,wide,DEoptimR,2338,TRUE,-225.9908246889467,467.9816493778934,492.583039899764
