participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
42,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,1.27957292275764,1,1.0035086787842749,1.0904690680801479,1,1.065020648323571,1.065963349383234,0.7333085983818929,2.9252212699539952,1.1875841618874146,1.3385070436182571,1.3585839516841804
