participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
55,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,1,2.114422073403839,1,2.0883104726672173,1.9376714596617968,1,6.490711553487927,4.968740486074239,0.609260487232334,2.2361733585502948,0.6059237285517157,1.2992001382026859,0.38983814735421585
55,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,2,2.9131217442975026,1,1.471754654184054,1.8181868595351565,1,0.7518190972041339,1.9192476171366037,0.18651346581043693,19.981355565416163,1.3430706023910284,0.06693434322278433,0.7482093535755474
55,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,3,2.9131217442975026,1,1.471754654184054,1.8181868595351565,1,0.7518190972041339,1.9192476171366037,0.18651346581043693,19.981355565416163,1.3430706023910284,0.06693434322278433,0.7482093535755474
55,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,4,2.9515965425440567,1,1.2710110231136331,1.7700290627818862,1,0.7493470322088546,2.4816535659359364,0.15621598857128313,14.1243920391843,1.3096636084917526,0.058467171611392164,0.8169250718604307
55,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,5,2.9515965425440567,1,1.2710110231136331,1.7700290627818862,1,0.7493470322088546,2.4816535659359364,0.15621598857128313,14.1243920391843,1.3096636084917526,0.058467171611392164,0.8169250718604307
55,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,6,0.8284587404305777,1,1.360939904814586,0.11999319898164151,1,0.42093787849262565,9.120672255461784,0.22361685722275174,7.528174207264091,0.08617194351504417,0.7214199615975497,1.3113271926556944
55,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,7,2.112037972388779,1,0.3211537534095794,1.257298002018449,1,6.163167303023613,1.39542754041031,0.5121211333859895,7.81862704261041,0.6344818680071143,0.5837816034352625,0.3164521923261247
55,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,8,2.112037972388779,1,0.3211537534095794,1.257298002018449,1,6.163167303023613,1.39542754041031,0.5121211333859895,7.81862704261041,0.6344818680071143,0.5837816034352625,0.3164521923261247
55,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,9,2.112037972388779,1,0.3211537534095794,1.257298002018449,1,6.163167303023613,1.39542754041031,0.5121211333859895,7.81862704261041,0.6344818680071143,0.5837816034352625,0.3164521923261247
55,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,10,2.112037972388779,1,0.3211537534095794,1.257298002018449,1,6.163167303023613,1.39542754041031,0.5121211333859895,7.81862704261041,0.6344818680071143,0.5837816034352625,0.3164521923261247
