participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
11,DFT_CRT,defer_speedup_time_scaling,wide,DEoptim,1053,TRUE,-274.0541328592156,562.1082657184312,585.8954046290555
