participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t0
90,DDM,time_scaling,wide,DEoptim,1,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.0131181319408305,2.9547751121383627,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,2,1.0370023479359225,1,0.1609251814382151,1,0.33402003115043044,0.7473074435256422,0.01894957431204987,7.678496264382266,1.5586997598409653
90,DDM,time_scaling,wide,DEoptim,3,0.775694276704453,1,0.1871429242216982,1,6.616251196246594,1.0318786557763815,0.8520980641249754,2.2368896831639575,1.2604038018779828
90,DDM,time_scaling,wide,DEoptim,4,0.775694276704453,1,0.1871429242216982,1,6.616251196246594,1.0318786557763815,0.8520980641249754,2.2368896831639575,1.2604038018779828
90,DDM,time_scaling,wide,DEoptim,5,0.775694276704453,1,0.1871429242216982,1,6.616251196246594,1.0318786557763815,0.8520980641249754,2.2368896831639575,1.2604038018779828
90,DDM,time_scaling,wide,DEoptim,6,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6475573487716606,2.9547751121383627,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,7,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6475573487716606,2.9547751121383627,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,8,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6475573487716606,2.9547751121383627,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,9,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6475573487716606,2.9547751121383627,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,10,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6475573487716606,2.9547751121383627,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,11,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6475573487716606,2.9547751121383627,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,12,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6475573487716606,2.9547751121383627,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,13,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6475573487716606,2.9547751121383627,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,14,0.5092348055890762,1,0.1454912457172759,1,0.4025449836626649,2.211726240348071,0.6475573487716606,2.9547751121383627,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,15,0.5514782469248104,1,0.8808038523792285,1,3.996827811077237,3.6933708513402213,0.9904624255930583,2.686143399898353,1.2612448489014065
90,DDM,time_scaling,wide,DEoptim,16,0.5514782469248104,1,0.8808038523792285,1,3.996827811077237,3.6933708513402213,0.9904624255930583,2.686143399898353,1.2612448489014065
90,DDM,time_scaling,wide,DEoptim,17,0.6570537732979285,1,0.5733914580436289,1,9.10505107772888,4.627350690231223,0.9906568050231439,4.377062212152902,0.9868922571148485
90,DDM,time_scaling,wide,DEoptim,18,0.6570537732979285,1,0.5733914580436289,1,9.10505107772888,4.627350690231223,0.9906568050231439,4.377062212152902,0.9868922571148485
90,DDM,time_scaling,wide,DEoptim,19,0.6570537732979285,1,0.5733914580436289,1,9.10505107772888,4.627350690231223,0.9906568050231439,4.377062212152902,0.9868922571148485
90,DDM,time_scaling,wide,DEoptim,20,0.5700383087639396,1,0.6132980611061954,1,9.10505107772888,4.627350690231223,0.9906568050231439,4.377062212152902,0.8693701492075496
90,DDM,time_scaling,wide,DEoptim,21,0.5700383087639396,1,0.6132980611061954,1,9.10505107772888,4.627350690231223,0.9906568050231439,4.377062212152902,0.8693701492075496
90,DDM,time_scaling,wide,DEoptim,22,0.5700383087639396,1,0.6132980611061954,1,9.10505107772888,4.627350690231223,0.9906568050231439,4.377062212152902,0.8693701492075496
90,DDM,time_scaling,wide,DEoptim,23,0.5700383087639396,1,0.6132980611061954,1,9.10505107772888,4.627350690231223,0.9906568050231439,4.377062212152902,0.8693701492075496
90,DDM,time_scaling,wide,DEoptim,24,0.5700383087639396,1,0.6132980611061954,1,9.10505107772888,4.627350690231223,0.9906568050231439,4.377062212152902,0.8693701492075496
90,DDM,time_scaling,wide,DEoptim,25,0.5700383087639396,1,0.6704351554898823,1,6.9527352333982115,4.627350690231223,0.9906568050231439,4.377062212152902,0.8693701492075496
90,DDM,time_scaling,wide,DEoptim,26,0.5092348055890762,1,0.08541124349358531,1,0.4025449836626649,2.211726240348071,0.8148991164498797,3.472313359578597,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,27,0.5092348055890762,1,0.08541124349358531,1,0.4025449836626649,2.211726240348071,0.8148991164498797,3.472313359578597,1.3855800935300069
90,DDM,time_scaling,wide,DEoptim,28,0.14791766833746808,1,0.09507286653263085,1,3.996827811077237,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,29,0.3360283862346295,1,0.09507286653263085,1,3.996827811077237,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,30,0.3360283862346295,1,0.09507286653263085,1,3.996827811077237,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,31,0.3360283862346295,1,0.09507286653263085,1,3.996827811077237,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,32,0.3360283862346295,1,0.09507286653263085,1,3.996827811077237,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,33,0.3360283862346295,1,0.09507286653263085,1,3.996827811077237,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,34,0.3360283862346295,1,0.09507286653263085,1,3.996827811077237,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,35,0.3360283862346295,1,0.09507286653263085,1,3.996827811077237,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,36,0.3360283862346295,1,0.09507286653263085,1,3.996827811077237,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,37,0.3360283862346295,1,0.09507286653263085,1,0.6924944091123586,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,38,0.3360283862346295,1,0.09507286653263085,1,0.6924944091123586,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,39,0.3360283862346295,1,0.09507286653263085,1,0.6924944091123586,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,40,0.3360283862346295,1,0.08842601795103985,1,0.6924944091123586,0.7603411444076542,0.9904624255930583,3.128462578285283,1.4133876649607477
90,DDM,time_scaling,wide,DEoptim,41,0.34636131666161685,1,0.2942898714128921,1,1.5972665405492488,1.0839949242951081,0.977192282097169,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,42,0.5071969459084849,1,0.08976382063854782,1,2.449933154097314,0.7554321387393743,0.930914012517805,3.9097366764826473,1.2633158733364591
90,DDM,time_scaling,wide,DEoptim,43,0.5530254423440717,1,0.3072455077683238,1,1.230164476527325,0.031736322860270505,0.9450641503703321,3.7455512505285427,1.3323344094190899
90,DDM,time_scaling,wide,DEoptim,44,0.5530254423440717,1,0.3072455077683238,1,1.230164476527325,0.031736322860270505,0.9450641503703321,3.7455512505285427,1.3323344094190899
90,DDM,time_scaling,wide,DEoptim,45,0.34636131666161685,1,0.021417175609841244,1,1.5972665405492488,0.29227184044364507,0.977192282097169,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,46,0.34636131666161685,1,0.021417175609841244,1,1.5972665405492488,0.29227184044364507,0.977192282097169,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,47,0.5184721820367042,1,0.021417175609841244,1,1.5972665405492488,0.29227184044364507,0.977192282097169,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,48,0.5184721820367042,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.977192282097169,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,49,0.5184721820367042,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.977192282097169,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,50,0.5184721820367042,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.977192282097169,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,51,0.5184721820367042,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.977192282097169,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,52,0.5184721820367042,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.977192282097169,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,53,0.5184721820367042,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.9479427072675545,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,54,0.5184721820367042,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.9479427072675545,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,55,0.5184721820367042,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.9479427072675545,3.5927864110530727,1.4884025441856974
90,DDM,time_scaling,wide,DEoptim,56,0.478793157395339,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.9479427072675545,3.58773950689489,1.4300161845915837
90,DDM,time_scaling,wide,DEoptim,57,0.478793157395339,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.9479427072675545,3.58773950689489,1.4300161845915837
90,DDM,time_scaling,wide,DEoptim,58,0.478793157395339,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.9479427072675545,3.58773950689489,1.4300161845915837
90,DDM,time_scaling,wide,DEoptim,59,0.478793157395339,1,0.021417175609841244,1,0.04804249523648796,0.29227184044364507,0.9479427072675545,3.58773950689489,1.4300161845915837
