participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
45,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.5756211244766617,1,0.9963690033829478,0.6418777005184152,1,1.072070196113315,0.9436557947388177,0.7792050443880034,3.1886155196517714,1.481077356661141,1.381536674329925,1.5556381776854094
