participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,1,0.9346057421225124,1,0.7619563469197601,0.1350571383512579,1,2.518061569335444,0.8088598343570763,7.252257909688168,0.14052338923793287,0.15523600982269273
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,2,0.6866044658565906,1,0.29651110256296453,0.0491940983850509,1,1.2400014961268528,0.30375892659034276,3.242742354122689,0.8677641863338392,0.549738134680247
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,3,0.6866044658565906,1,0.29651110256296453,0.0491940983850509,1,1.2400014961268528,0.30375892659034276,3.242742354122689,0.8677641863338392,0.549738134680247
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,4,0.6866044658565906,1,0.8752716133731475,0.0491940983850509,1,1.2400014961268528,0.30375892659034276,3.242742354122689,0.8677641863338392,0.549738134680247
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,5,0.7694116358788909,1,1.7295456598389052,0.39240608722099735,1,0.8470111515589923,0.5573994520962279,3.1651016857423078,0.801999524598944,0.6741349823269112
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,6,0.8608103677547244,1,1.0095215394627308,0.2414589515614416,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.4194500101914042
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,7,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,8,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,9,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,10,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,11,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,12,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,13,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,14,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,15,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,16,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,17,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,18,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
25,DDM,time_and_value_scaling_t0,wide,DEoptimR,19,0.8608103677547244,1,1.0095215394627308,0.13495518793770364,1,0.7453038295108836,0.5068466961718141,3.08625313410441,1.0299367303372364,0.6589283605545939
