participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t0
92,DFT_CRT,time_scaling,wide,DEoptimR,1,2.0913494377583266,1,1.9376714596617968,1,6.490711553487927,4.968740486074239,0.609260487232334,2.2361733585502948,0.6059237285517157
92,DFT_CRT,time_scaling,wide,DEoptimR,2,2.6269227583003634,1,0.4685313277943901,1,9.094518988858908,9.997977459570393,0.5322032539444944,2.4852003846713338,0.23816287652546775
92,DFT_CRT,time_scaling,wide,DEoptimR,3,2.6269227583003634,1,0.4685313277943901,1,9.094518988858908,9.997977459570393,0.5322032539444944,2.4852003846713338,0.23816287652546775
92,DFT_CRT,time_scaling,wide,DEoptimR,4,1.7835996609998126,1,1.1472685164993162,1,7.12357220829631,7.4969972426171605,0.8177176532845287,7.754218333167714,0.701675252718986
92,DFT_CRT,time_scaling,wide,DEoptimR,5,1.7835996609998126,1,1.1472685164993162,1,7.12357220829631,7.4969972426171605,0.8177176532845287,7.754218333167714,0.701675252718986
92,DFT_CRT,time_scaling,wide,DEoptimR,6,1.7835996609998126,1,1.1472685164993162,1,7.12357220829631,7.4969972426171605,0.8177176532845287,7.754218333167714,0.701675252718986
92,DFT_CRT,time_scaling,wide,DEoptimR,7,1.7835996609998126,1,1.1472685164993162,1,7.12357220829631,7.4969972426171605,0.8177176532845287,7.754218333167714,0.701675252718986
92,DFT_CRT,time_scaling,wide,DEoptimR,8,1.7835996609998126,1,1.1472685164993162,1,7.12357220829631,7.4969972426171605,0.8177176532845287,7.754218333167714,0.701675252718986
92,DFT_CRT,time_scaling,wide,DEoptimR,9,1.7835996609998126,1,1.1472685164993162,1,7.12357220829631,7.4969972426171605,0.8177176532845287,7.754218333167714,0.701675252718986
92,DFT_CRT,time_scaling,wide,DEoptimR,10,1.7835996609998126,1,1.1472685164993162,1,7.12357220829631,7.4969972426171605,0.8177176532845287,7.754218333167714,0.701675252718986
92,DFT_CRT,time_scaling,wide,DEoptimR,11,1.7835996609998126,1,1.1472685164993162,1,7.12357220829631,7.4969972426171605,0.8177176532845287,7.754218333167714,0.701675252718986
92,DFT_CRT,time_scaling,wide,DEoptimR,12,2.0733808970111425,1,0.4608471565221065,1,6.945905478473503,9.137172918927249,0.19773975728407023,6.029122335063148,0.8154549089518199
92,DFT_CRT,time_scaling,wide,DEoptimR,13,2.0733808970111425,1,0.4608471565221065,1,6.945905478473503,9.137172918927249,0.19773975728407023,6.029122335063148,0.8154549089518199
92,DFT_CRT,time_scaling,wide,DEoptimR,14,1.9747042487622881,1,0.8966494514140677,1,2.8676488229216757,4.4778039308771564,0.40552715909066983,3.687969902967568,0.8284023579689073
92,DFT_CRT,time_scaling,wide,DEoptimR,15,1.9747042487622881,1,0.8966494514140677,1,2.8676488229216757,4.4778039308771564,0.40552715909066983,3.687969902967568,0.8284023579689073
92,DFT_CRT,time_scaling,wide,DEoptimR,16,1.9747042487622881,1,0.8966494514140677,1,2.8676488229216757,4.4778039308771564,0.40552715909066983,3.687969902967568,0.8284023579689073
92,DFT_CRT,time_scaling,wide,DEoptimR,17,1.9747042487622881,1,0.8966494514140677,1,2.8676488229216757,4.4778039308771564,0.40552715909066983,3.687969902967568,0.8284023579689073
92,DFT_CRT,time_scaling,wide,DEoptimR,18,1.9747042487622881,1,0.8966494514140677,1,2.8676488229216757,4.4778039308771564,0.40552715909066983,3.687969902967568,0.8284023579689073
92,DFT_CRT,time_scaling,wide,DEoptimR,19,2.325097760018039,1,1.0182185618272253,1,8.697499857813323,4.113440348459259,0.2763643958813834,5.121943618304744,0.7707641616344136
92,DFT_CRT,time_scaling,wide,DEoptimR,20,2.325097760018039,1,1.0182185618272253,1,8.697499857813323,6.4935799233004285,0.2763643958813834,5.121943618304744,0.7707641616344136
92,DFT_CRT,time_scaling,wide,DEoptimR,21,2.325097760018039,1,1.0182185618272253,1,8.697499857813323,6.4935799233004285,0.2763643958813834,5.121943618304744,0.7707641616344136
92,DFT_CRT,time_scaling,wide,DEoptimR,22,2.325097760018039,1,1.0182185618272253,1,8.697499857813323,6.4935799233004285,0.2763643958813834,5.121943618304744,0.7707641616344136
92,DFT_CRT,time_scaling,wide,DEoptimR,23,2.6756495362818264,1,0.09897581015295856,1,0.31553699261514234,1.6997255701295253,0.14896207308190512,3.906044777564718,1.4204245898080459
92,DFT_CRT,time_scaling,wide,DEoptimR,24,2.6756495362818264,1,0.09897581015295856,1,0.31553699261514234,1.6997255701295253,0.14896207308190512,3.906044777564718,1.4204245898080459
