participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
64,DFT_CRT,value_scaling_t0,wide,DEoptimR,1.1009551737446532,1,0.9945888531456315,0.49836556707652496,1,0.693929527962201,2.9059053272835853,1.2745429524889773,1.484464942863007,1.4463726625526825
