participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
11,DFT_CRT,value_scaling_t0,wide,DEoptim,0.7706144594923401,1,0.9772821241132005,0.3924135796923555,1,0.9091637896161641,2.2992728348383866,1.3750319662685857,1.400484954653622,1.385350373916674
