participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
41,DDM,time_and_value_scaling_t0,wide,DEoptimR,0.7318105704347939,1,0.9966855556041243,0.5832071148853618,1,0.9506503792686071,0.7849561879502392,0.7030108280912292,2.8452316084108835,1.301388920488814,1.5449180190696374,1.2946788117910104
