participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02
75,DDM,value_scaling_t0,wide,DEoptimR,0.799366889243911,1,0.9535479723889627,0.42457529664121496,1,0.7231653217746877,3.4600984494325595,1.2036282836841181,1.1871219975472553
