participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
46,DFT_CRT,time_scaling_t0,wide,DEoptimR,1.02020916862926,1,0.7891923400718439,1,1.686991001666847,0.8698184976433965,0.7296112053030569,2.89003739648343,1.4746440919284645,1.3338790442103865,1.3515938218524364
