participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,w,a,t01,t02
38,DDM,time_scaling_t0,wide,DEoptim,1,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5470839742190484,7.526061924774666,1.3882575730676765,0.32241913747275247
38,DDM,time_scaling_t0,wide,DEoptim,2,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5470839742190484,7.526061924774666,1.3882575730676765,0.32241913747275247
38,DDM,time_scaling_t0,wide,DEoptim,3,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5473777162385565,7.526061924774666,1.3882575730676765,0.32241913747275247
38,DDM,time_scaling_t0,wide,DEoptim,4,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5473777162385565,7.526061924774666,1.3882575730676765,0.32241913747275247
38,DDM,time_scaling_t0,wide,DEoptim,5,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5473777162385565,7.526061924774666,1.3882575730676765,0.32241913747275247
38,DDM,time_scaling_t0,wide,DEoptim,6,0.21828584643080834,1,0.4242644819966518,1,0.6852698535658419,0.5473777162385565,7.526061924774666,1.3882575730676765,0.32241913747275247
38,DDM,time_scaling_t0,wide,DEoptim,7,0.5439301296416671,1,0.1609251814382151,1,0.33402003115043044,0.00790806478373518,6.105573464823328,0.3303098644246347,0.11503504993207764
38,DDM,time_scaling_t0,wide,DEoptim,8,0.5439301296416671,1,0.1609251814382151,1,0.33402003115043044,0.5681130338967592,6.105573464823328,0.3303098644246347,0.11503504993207764
38,DDM,time_scaling_t0,wide,DEoptim,9,0.5439301296416671,1,0.1609251814382151,1,0.33402003115043044,0.5681130338967592,6.105573464823328,0.3303098644246347,0.11503504993207764
38,DDM,time_scaling_t0,wide,DEoptim,10,0.5439301296416671,1,0.1609251814382151,1,0.33402003115043044,0.5681130338967592,6.105573464823328,0.3303098644246347,0.11503504993207764
38,DDM,time_scaling_t0,wide,DEoptim,11,0.9330851195752622,1,0.40813149134999155,1,1.6760932623058555,0.3168400267544605,4.682429355332084,0.8360027099074796,0.7945374410250226
38,DDM,time_scaling_t0,wide,DEoptim,12,0.9330851195752622,1,0.40813149134999155,1,1.6760932623058555,0.3168400267544605,4.682429355332084,0.8360027099074796,0.7945374410250226
38,DDM,time_scaling_t0,wide,DEoptim,13,0.9330851195752622,1,0.40813149134999155,1,1.6760932623058555,0.3168400267544605,4.682429355332084,1.026340834952943,0.7945374410250226
38,DDM,time_scaling_t0,wide,DEoptim,14,0.42796159848268456,1,0.1609251814382151,1,0.33402003115043044,0.5681130338967592,6.105573464823328,0.3303098644246347,0.11503504993207764
38,DDM,time_scaling_t0,wide,DEoptim,15,0.42796159848268456,1,0.1609251814382151,1,0.33402003115043044,0.5681130338967592,6.105573464823328,0.3303098644246347,0.11503504993207764
38,DDM,time_scaling_t0,wide,DEoptim,16,0.28620180904166775,1,0.02972025428153574,1,1.5773100064732133,0.6508885859144883,3.7496155627193213,0.29380038210665826,1.2115079528964126
38,DDM,time_scaling_t0,wide,DEoptim,17,0.43825956710873154,1,0.24747988920425998,1,1.742754369489848,0.6833016276582828,3.430987177031109,0.9203604009229371,0.5164438553446717
38,DDM,time_scaling_t0,wide,DEoptim,18,0.6899829997122289,1,0.37521057642763483,1,0.7305292095988989,0.4615465565655435,4.133204521488723,0.427450059261173,0.625915550743863
38,DDM,time_scaling_t0,wide,DEoptim,19,0.6899829997122289,1,0.37521057642763483,1,0.7305292095988989,0.4615465565655435,4.133204521488723,0.427450059261173,0.625915550743863
38,DDM,time_scaling_t0,wide,DEoptim,20,0.6899829997122289,1,0.37521057642763483,1,0.7305292095988989,0.4615465565655435,4.133204521488723,0.427450059261173,0.625915550743863
38,DDM,time_scaling_t0,wide,DEoptim,21,0.3465548108494841,1,0.24889694209676239,1,0.4100602969527243,0.8320435755291515,3.4712882130486222,1.0420999608072452,0.1233950368128717
