participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,a,t0
91,DDM,value_scaling,wide,DEoptim,1,0.5092348055890762,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.08866976262070239
91,DDM,value_scaling,wide,DEoptim,2,0.2137384177795612,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.9691096688620747
91,DDM,value_scaling,wide,DEoptim,3,0.4339803761476651,1,1.1501980852335691,0.24889694209676239,1,0.011447658568136395,1.7362442894403356,0.9691096688620747
91,DDM,value_scaling,wide,DEoptim,4,0.7346859088315627,1,1.8562464776448906,0.0774270975780672,1,0.35292595411115796,1.2946171192377687,0.7918485996355303
91,DDM,value_scaling,wide,DEoptim,5,0.6647811265913954,1,1.7079914112389087,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.41461986955776814
91,DDM,value_scaling,wide,DEoptim,6,0.48848857891280206,1,1.7079914112389087,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.05639252976104642
91,DDM,value_scaling,wide,DEoptim,7,0.48848857891280206,1,1.7079914112389087,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.05639252976104642
91,DDM,value_scaling,wide,DEoptim,8,0.48848857891280206,1,1.7079914112389087,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.05639252976104642
91,DDM,value_scaling,wide,DEoptim,9,0.48848857891280206,1,1.7079914112389087,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.05639252976104642
91,DDM,value_scaling,wide,DEoptim,10,0.48848857891280206,1,1.7079914112389087,0.04774093431578952,1,0.5772061340769148,5.471302074257751,0.05639252976104642
91,DDM,value_scaling,wide,DEoptim,11,0.48848857891280206,1,1.7079914112389087,0.04774093431578952,1,0.8084279388233055,2.9423723395802073,0.11345937420846895
91,DDM,value_scaling,wide,DEoptim,12,0.48848857891280206,1,1.7079914112389087,0.04774093431578952,1,0.8424859432118472,5.5623845299577335,0.11345937420846895
91,DDM,value_scaling,wide,DEoptim,13,0.18365996137377216,1,0.4383343714797644,0.7521048964329771,1,0.9735549443286022,2.2571430098005467,0.9379820243339053
91,DDM,value_scaling,wide,DEoptim,14,0.18365996137377216,1,0.4383343714797644,0.7521048964329771,1,0.9735549443286022,2.2571430098005467,0.9379820243339053
