participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t0
36,DDM,time_and_value_scaling,wide,DEoptimR,0.6409949756707484,1,1.0205589193117208,0.5095869152360555,1,1.0142591997969537,1.0338652443370822,0.6734657362618851,3.3785098923229397,1.229278803393197
