participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
51,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,1.3599006651142465,1,0.9160469109928748,1.594327378835173,1,4.014954746028577,0.06491170733670439,0.7273623612322113,2.2389523683791888,1.3456202230955958,1.3941100781369806,1.3782250217878242
