participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t0
86,DDM,time_and_value_scaling,wide,DEoptim,1,0.13910671728197488,1,0.28272247686982155,0.9449525798088871,1,5.826561821158975,4.024386734236032,0.9991283703925881,2.7504144573304803,1.3445477372501047
86,DDM,time_and_value_scaling,wide,DEoptim,2,0.13910671728197488,1,0.28272247686982155,0.9449525798088871,1,9.744623800273985,4.024386734236032,0.9991283703925881,2.7504144573304803,1.3445477372501047
86,DDM,time_and_value_scaling,wide,DEoptim,3,0.13910671728197488,1,0.28272247686982155,0.9449525798088871,1,9.744623800273985,4.024386734236032,0.9991283703925881,2.7504144573304803,1.3445477372501047
86,DDM,time_and_value_scaling,wide,DEoptim,4,0.13910671728197488,1,0.28272247686982155,0.9449525798088871,1,9.744623800273985,4.024386734236032,0.9991283703925881,2.7504144573304803,1.3445477372501047
86,DDM,time_and_value_scaling,wide,DEoptim,5,0.13910671728197488,1,0.28272247686982155,0.9449525798088871,1,9.744623800273985,4.024386734236032,0.9991283703925881,2.7504144573304803,1.3445477372501047
86,DDM,time_and_value_scaling,wide,DEoptim,6,0.13910671728197488,1,0.28272247686982155,0.9449525798088871,1,9.744623800273985,4.024386734236032,0.9991283703925881,2.7504144573304803,1.3445477372501047
86,DDM,time_and_value_scaling,wide,DEoptim,7,0.13910671728197488,1,0.28272247686982155,0.9449525798088871,1,9.744623800273985,4.024386734236032,0.9991283703925881,2.7504144573304803,1.3445477372501047
86,DDM,time_and_value_scaling,wide,DEoptim,8,0.09661061179358513,1,0.3800869960337876,0.5073581554964183,1,4.975404674187303,0.32845996087417006,0.9721359035520722,2.4005144374966156,1.400910376699176
86,DDM,time_and_value_scaling,wide,DEoptim,9,0.09661061179358513,1,0.3800869960337876,0.5073581554964183,1,4.975404674187303,0.32845996087417006,0.9721359035520722,2.4005144374966156,1.400910376699176
86,DDM,time_and_value_scaling,wide,DEoptim,10,0.09661061179358513,1,0.3800869960337876,0.5073581554964183,1,4.975404674187303,0.32845996087417006,0.9721359035520722,2.4005144374966156,1.400910376699176
86,DDM,time_and_value_scaling,wide,DEoptim,11,0.09661061179358513,1,0.3800869960337876,0.5073581554964183,1,4.975404674187303,0.32845996087417006,0.9721359035520722,2.4005144374966156,1.400910376699176
86,DDM,time_and_value_scaling,wide,DEoptim,12,0.09661061179358513,1,0.3800869960337876,0.5073581554964183,1,4.975404674187303,0.32845996087417006,0.9721359035520722,2.4005144374966156,1.400910376699176
86,DDM,time_and_value_scaling,wide,DEoptim,13,0.09661061179358513,1,0.3800869960337876,0.5073581554964183,1,4.975404674187303,0.32845996087417006,0.9721359035520722,2.4005144374966156,1.400910376699176
86,DDM,time_and_value_scaling,wide,DEoptim,14,0.17935572953289353,1,0.9456905373372138,0.04419928310438991,1,4.762865891680121,2.8494976490736006,0.9503665997250751,2.45542439972423,1.1096030713707212
86,DDM,time_and_value_scaling,wide,DEoptim,15,0.17935572953289353,1,0.9456905373372138,0.04419928310438991,1,4.762865891680121,2.8494976490736006,0.9503665997250751,2.45542439972423,1.1096030713707212
86,DDM,time_and_value_scaling,wide,DEoptim,16,0.17935572953289353,1,0.9456905373372138,0.04419928310438991,1,0.8543173166910396,2.8494976490736006,0.9503665997250751,2.45542439972423,1.1096030713707212
86,DDM,time_and_value_scaling,wide,DEoptim,17,0.17935572953289353,1,0.9456905373372138,0.04419928310438991,1,0.8543173166910396,2.8494976490736006,0.9503665997250751,2.45542439972423,1.1096030713707212
86,DDM,time_and_value_scaling,wide,DEoptim,18,0.17935572953289353,1,0.9456905373372138,0.04419928310438991,1,0.8543173166910396,2.8494976490736006,0.9503665997250751,2.45542439972423,1.1096030713707212
86,DDM,time_and_value_scaling,wide,DEoptim,19,0.17935572953289353,1,0.9456905373372138,0.04419928310438991,1,0.8543173166910396,2.8494976490736006,0.9503665997250751,2.45542439972423,1.1096030713707212
86,DDM,time_and_value_scaling,wide,DEoptim,20,0.17935572953289353,1,0.9456905373372138,0.04419928310438991,1,0.8543173166910396,2.8494976490736006,0.9503665997250751,2.45542439972423,1.1096030713707212
86,DDM,time_and_value_scaling,wide,DEoptim,21,0.17935572953289353,1,0.9456905373372138,0.04419928310438991,1,0.8543173166910396,2.8494976490736006,0.9503665997250751,2.45542439972423,1.1096030713707212
86,DDM,time_and_value_scaling,wide,DEoptim,22,0.17935572953289353,1,0.9851227206772695,0.04419928310438991,1,0.8543173166910396,2.8494976490736006,0.9503665997250751,2.45542439972423,1.1096030713707212
86,DDM,time_and_value_scaling,wide,DEoptim,23,0.17935572953289353,1,0.9851227206772695,0.04419928310438991,1,0.8543173166910396,2.8494976490736006,0.9503665997250751,2.45542439972423,1.1096030713707212
86,DDM,time_and_value_scaling,wide,DEoptim,24,0.5345944772777148,1,0.9870534064248204,0.13522184022236616,1,1.8376619096120907,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,25,0.5345944772777148,1,0.9870534064248204,0.13522184022236616,1,1.8376619096120907,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,26,0.5345944772777148,1,0.9870534064248204,0.13522184022236616,1,1.8376619096120907,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,27,0.5345944772777148,1,0.9870534064248204,0.13522184022236616,1,1.8376619096120907,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,28,0.5345944772777148,1,0.9870534064248204,0.13522184022236616,1,1.8376619096120907,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,29,0.5345944772777148,1,0.9870534064248204,0.13522184022236616,1,1.8376619096120907,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,30,0.5345944772777148,1,0.9870534064248204,0.13522184022236616,1,1.5290333684774557,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,31,0.5345944772777148,1,0.9870534064248204,0.13522184022236616,1,1.5290333684774557,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,32,0.5345944772777148,1,0.9870534064248204,0.13522184022236616,1,1.5290333684774557,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,33,0.8064487693021575,1,0.9998769869246686,0.13042362183291345,1,1.6244813916514358,1.3061354751698673,0.7150934062623993,1.747204513724467,1.4360534525800281
86,DDM,time_and_value_scaling,wide,DEoptim,34,0.8064487693021575,1,0.9998769869246686,0.13042362183291345,1,1.6244813916514358,1.3061354751698673,0.7150934062623993,1.747204513724467,1.4360534525800281
86,DDM,time_and_value_scaling,wide,DEoptim,35,0.8064487693021575,1,0.9998769869246686,0.13042362183291345,1,1.6244813916514358,1.3061354751698673,0.7150934062623993,1.747204513724467,1.4360534525800281
86,DDM,time_and_value_scaling,wide,DEoptim,36,0.8064487693021575,1,0.9998769869246686,0.13042362183291345,1,1.6244813916514358,1.3061354751698673,0.7150934062623993,1.747204513724467,1.4360534525800281
86,DDM,time_and_value_scaling,wide,DEoptim,37,0.8064487693021575,1,0.9998769869246686,0.13042362183291345,1,1.6244813916514358,1.3061354751698673,0.7150934062623993,1.747204513724467,1.4360534525800281
86,DDM,time_and_value_scaling,wide,DEoptim,38,0.8064487693021575,1,0.9998769869246686,0.13042362183291345,1,1.6244813916514358,1.3061354751698673,0.7150934062623993,1.747204513724467,1.4360534525800281
86,DDM,time_and_value_scaling,wide,DEoptim,39,0.8064487693021575,1,0.9998769869246686,0.20762741092189588,1,1.6244813916514358,1.3061354751698673,0.7150934062623993,1.747204513724467,1.4360534525800281
86,DDM,time_and_value_scaling,wide,DEoptim,40,0.8064487693021575,1,0.9998769869246686,0.20762741092189588,1,1.6244813916514358,1.3061354751698673,0.7150934062623993,1.747204513724467,1.4360534525800281
86,DDM,time_and_value_scaling,wide,DEoptim,41,0.8064487693021575,1,0.9998769869246686,0.20762741092189588,1,1.6244813916514358,1.3061354751698673,0.7150934062623993,1.747204513724467,1.4360534525800281
86,DDM,time_and_value_scaling,wide,DEoptim,42,0.6909183967119247,1,0.9870534064248204,0.10913670825539157,1,1.0781685911956722,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,43,0.6909183967119247,1,0.9870534064248204,0.10913670825539157,1,1.0781685911956722,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,44,0.6909183967119247,1,0.9870534064248204,0.10913670825539157,1,1.0781685911956722,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,45,0.6909183967119247,1,0.9870534064248204,0.10913670825539157,1,1.0781685911956722,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,46,0.6909183967119247,1,0.9870534064248204,0.10913670825539157,1,1.0781685911956722,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,47,0.6909183967119247,1,0.9870534064248204,0.10913670825539157,1,1.0781685911956722,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,48,0.6909183967119247,1,0.9870534064248204,0.10913670825539157,1,1.0781685911956722,1.1126987955773804,0.7676278656538577,2.1586890854428056,1.424567104685754
86,DDM,time_and_value_scaling,wide,DEoptim,49,0.3969444045295328,1,1.025399473417242,0.1927852429346698,1,0.5908428885557668,0.26266543194651604,0.9777738403976866,2.235442255632409,1.2840023708767159
