participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t0
86,DFT_CRT,value_scaling,wide,DEoptim,2.3304443096569565,1,1.0288613156388355,1.8214222994199354,1,0.6316644655618877,2.2387411714412253,1.3866025633991033
