participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
45,DFT_CRT,time_scaling_t0,wide,DEoptimR,0.8257167087271331,1,0.8787854446418524,1,1.2377811546335418,1.169607568397238,0.8696921632401624,3.16730859044178,1.5003291519895479,1.3838489445251667,1.5577200609783273
