participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
47,DDM,time_and_value_scaling_t0,wide,DEoptim,0.5971180167457483,1,0.9947022853887821,1.315836584022836,1,1.388619552941808,1.3309873382675108,0.996388556345829,2.3510520957152488,1.3756031311718988,1.3814582074392205,1.4142693936365303
