participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,w,theta_star,t01,t02
82,DFT_CRT,time_scaling_t0,wide,DEoptimR,0.1301881692836452,1,0.5608697944292447,1,0.3630270116633946,0.9417183710239833,4.185696691448097,1.1876464633829784,1.3684327681092239
