participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
25,DDM,date_delay_value_scaling,wide,DEoptim,936,TRUE,-236.34165069057354,484.6833013811471,503.13434427255004
