participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
45,DFT_CRT,time_scaling_t0,wide,DEoptim,2.9999998381730792,1,2.672257025425874,1,1.123680493721048,0.3850956265839253,0.5820126329518022,3.3361263634611555,1.4604095126760808,1.3698611058194068,1.544117206119901
