participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
19,DFT_CRT,time_scaling_t0,wide,DEoptim,1.1002138997469655,1,0.4997835324733087,1,9.998853806397738,1.2630368300283614,0.6706792174228409,3.0705274125287274,1.312652348153681,1.2858923699226146,1.2988450197919117
