participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t0
19,DFT_CRT,value_scaling,wide,DEoptimR,0.6695448776319036,1,1.0138232034249515,0.41296609173927706,1,0.7825210971436881,2.7884600356903038,1.3333378326961773
