participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
19,DFT_CRT,value_scaling_t0,wide,DEoptimR,0.6690541573199664,1,1.0136939441502135,0.41449740848742267,1,0.7840579019835234,2.78922502108581,1.3186226587171497,1.3686010970144065,1.3182006554238184
