participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
92,DFT_CRT,time_scaling_t0,wide,DEoptimR,1.6247407005568522,1,1.3301368365200197,1,1.000000004707537,1.0000000012541748,0.6603447276214883,4.0930260761336,1.4667735330038865,1.5175892303891434,1.922724573855211
