participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
32,DFT_CRT,value_scaling_t0,wide,DEoptim,0.7239375475921928,1,1.0019180775293757,0.4546795974379352,1,0.8606409415478333,3.638954731110171,1.1133379959391532,1.3058212761446288,1.2237648017517881
