participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,w,theta_star,t01,t02
81,DFT_CRT,time_scaling_t0,wide,DEoptim,0.9821561989218824,1,0.010000066445471268,1,0.30424884952360154,0.4293749301906791,3.156523380526148,1.2700071035016862,1.8758007937310317
