participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t0
70,DDM,time_and_value_scaling,wide,DEoptimR,1,0.8890094807813876,1,2.175306031946093,0.18720453679095955,1,8.812892180867493,0.6626469484656304,6.787675267772051,0.14759859398473055
70,DDM,time_and_value_scaling,wide,DEoptimR,2,0.6618574936129153,1,0.11680575544922078,0.7668982715858147,1,1.214884533546865,0.9927558081635599,5.094243699454005,1.3040349654387684
70,DDM,time_and_value_scaling,wide,DEoptimR,3,0.6618574936129153,1,0.11680575544922078,0.7668982715858147,1,1.214884533546865,0.9927558081635599,5.094243699454005,1.3040349654387684
70,DDM,time_and_value_scaling,wide,DEoptimR,4,0.8890094807813876,1,2.175306031946093,0.18720453679095955,1,8.812892180867493,0.6626469484656304,6.787675267772051,0.14759859398473055
70,DDM,time_and_value_scaling,wide,DEoptimR,5,0.394688025849933,1,1.1264108059452196,0.18377243151536143,1,1.1131650545129896,0.5294099401968547,3.8969484379550394,0.7704211347015658
70,DDM,time_and_value_scaling,wide,DEoptimR,6,0.394688025849933,1,1.1264108059452196,0.18377243151536143,1,1.1131650545129896,0.5294099401968547,3.8969484379550394,0.7704211347015658
70,DDM,time_and_value_scaling,wide,DEoptimR,7,0.8434790539769262,1,1.2059637914782317,0.12533532820176335,1,3.9473830917406474,0.668945833292426,5.124805847413425,0.4237350444757453
70,DDM,time_and_value_scaling,wide,DEoptimR,8,0.8434790539769262,1,1.2059637914782317,0.12533532820176335,1,3.9473830917406474,0.668945833292426,5.124805847413425,0.4237350444757453
70,DDM,time_and_value_scaling,wide,DEoptimR,9,0.8434790539769262,1,1.2059637914782317,0.12533532820176335,1,3.9473830917406474,0.668945833292426,5.124805847413425,0.4237350444757453
70,DDM,time_and_value_scaling,wide,DEoptimR,10,0.8434790539769262,1,1.2059637914782317,0.12533532820176335,1,3.9473830917406474,0.668945833292426,5.124805847413425,0.4237350444757453
70,DDM,time_and_value_scaling,wide,DEoptimR,11,0.5987152684252881,1,2.584028820530528,0.3166148603457059,1,3.0192017767472734,0.831005953587617,5.894071931475427,1.1745319169477275
70,DDM,time_and_value_scaling,wide,DEoptimR,12,0.5987152684252881,1,2.9123453046421717,0.1073067627161268,1,2.562954575960192,0.831005953587617,6.512374363139127,0.14236635298351633
70,DDM,time_and_value_scaling,wide,DEoptimR,13,0.5987152684252881,1,2.9123453046421717,0.1073067627161268,1,2.562954575960192,0.831005953587617,6.512374363139127,0.14236635298351633
70,DDM,time_and_value_scaling,wide,DEoptimR,14,0.7072606635352735,1,1.652484018196429,0.059832072669827485,1,3.4312289926922235,0.7706771149068747,6.0244676501147465,0.786456017284008
70,DDM,time_and_value_scaling,wide,DEoptimR,15,0.7072606635352735,1,1.652484018196429,0.059832072669827485,1,3.4312289926922235,0.7706771149068747,6.0244676501147465,0.786456017284008
70,DDM,time_and_value_scaling,wide,DEoptimR,16,0.7072606635352735,1,1.652484018196429,0.059832072669827485,1,3.4312289926922235,0.7706771149068747,6.0244676501147465,0.786456017284008
70,DDM,time_and_value_scaling,wide,DEoptimR,17,0.7072606635352735,1,1.652484018196429,0.059832072669827485,1,3.4312289926922235,0.7706771149068747,6.0244676501147465,0.786456017284008
70,DDM,time_and_value_scaling,wide,DEoptimR,18,0.6867620779657226,1,1.501699532067991,0.15588877516646749,1,1.8908477966868933,0.7447796857215786,5.145137469556161,0.5278482281467081
70,DDM,time_and_value_scaling,wide,DEoptimR,19,0.6867620779657226,1,1.501699532067991,0.15588877516646749,1,1.8908477966868933,0.7447796857215786,5.145137469556161,0.5278482281467081
70,DDM,time_and_value_scaling,wide,DEoptimR,20,0.7251503610339429,1,2.2933770094593267,0.3907375533391404,1,2.13440791794672,0.8522195459662963,7.093807262737484,1.0872714723170174
70,DDM,time_and_value_scaling,wide,DEoptimR,21,0.7251503610339429,1,2.2933770094593267,0.3907375533391404,1,2.13440791794672,0.8522195459662963,7.093807262737484,1.0872714723170174
70,DDM,time_and_value_scaling,wide,DEoptimR,22,0.7251503610339429,1,2.2933770094593267,0.3907375533391404,1,2.13440791794672,0.8522195459662963,7.093807262737484,1.0872714723170174
70,DDM,time_and_value_scaling,wide,DEoptimR,23,0.7251503610339429,1,2.2933770094593267,0.3907375533391404,1,2.13440791794672,0.8522195459662963,7.093807262737484,1.0872714723170174
70,DDM,time_and_value_scaling,wide,DEoptimR,24,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,25,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,26,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,27,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,28,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,29,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,30,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,31,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,32,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,33,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,34,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,35,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,36,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.1323372229657969
70,DDM,time_and_value_scaling,wide,DEoptimR,37,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.3519053882966696
70,DDM,time_and_value_scaling,wide,DEoptimR,38,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.3519053882966696
70,DDM,time_and_value_scaling,wide,DEoptimR,39,0.7517857839816166,1,1.8841607736824508,0.3031032605775732,1,2.8835805375927617,0.8235101880139732,5.911739367493741,1.3519053882966696
