participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
36,DFT_CRT,time_scaling_t0,wide,DEoptim,1.047144846427751,1,1.0328565842467576,1,1.963923567759988,0.7740737843746418,0.7400819901470421,3.3347475389541548,1.2092902686820655,1.5538797323082025,1.2265725920929906
