participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
51,DDM,value_scaling_t0,wide,DEoptim,1.052018652073323,1,1.010374567019714,0.3259550254146554,1,0.32697574150640224,2.271970880684213,1.3457945885513038,1.3996333246637023,1.367025414470915
