participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
43,DDM,time_and_value_scaling_t0,wide,DEoptim,0.9254893153666234,1,0.8037796545286585,0.33877814108860216,1,0.6715047666631629,0.562165883648772,3.107583927258308,1.2899113739216734,1.4920571821082032
