participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t0
6,DDM,time_and_value_scaling,wide,DEoptimR,1,0.8890094807813876,1,2.175306031946093,0.18720453679095955,1,8.812892180867493,0.6626469484656304,6.787675267772051,0.14759859398473055
6,DDM,time_and_value_scaling,wide,DEoptimR,2,0.6618574936129153,1,0.11680575544922078,0.7668982715858147,1,1.214884533546865,0.9927558081635599,5.094243699454005,1.3040349654387684
6,DDM,time_and_value_scaling,wide,DEoptimR,3,0.6618574936129153,1,0.11680575544922078,0.7668982715858147,1,1.214884533546865,0.9927558081635599,5.094243699454005,1.3040349654387684
6,DDM,time_and_value_scaling,wide,DEoptimR,4,0.8890094807813876,1,2.175306031946093,0.18720453679095955,1,8.812892180867493,0.6626469484656304,6.787675267772051,0.14759859398473055
6,DDM,time_and_value_scaling,wide,DEoptimR,5,0.8890094807813876,1,2.175306031946093,0.18720453679095955,1,8.812892180867493,0.6626469484656304,6.787675267772051,0.14759859398473055
6,DDM,time_and_value_scaling,wide,DEoptimR,6,0.8890094807813876,1,2.175306031946093,0.18720453679095955,1,8.812892180867493,0.6626469484656304,6.787675267772051,0.14759859398473055
6,DDM,time_and_value_scaling,wide,DEoptimR,7,0.8278486466095767,1,2.5350060321924137,0.38844913579290735,1,7.356975984001616,0.8378076978458279,5.815763695427362,0.6281297311351569
6,DDM,time_and_value_scaling,wide,DEoptimR,8,0.8278486466095767,1,2.5350060321924137,0.38844913579290735,1,7.356975984001616,0.8378076978458279,5.815763695427362,0.6281297311351569
6,DDM,time_and_value_scaling,wide,DEoptimR,9,0.8278486466095767,1,2.5350060321924137,0.38844913579290735,1,7.356975984001616,0.8378076978458279,5.815763695427362,0.6281297311351569
6,DDM,time_and_value_scaling,wide,DEoptimR,10,0.8278486466095767,1,2.5350060321924137,0.38844913579290735,1,7.356975984001616,0.8378076978458279,5.815763695427362,0.6281297311351569
6,DDM,time_and_value_scaling,wide,DEoptimR,11,1.0479504494087182,1,1.1503078284358517,0.12023939564918298,1,1.8067111364326345,0.17580444004345214,5.718119767056561,0.5847995659385605
6,DDM,time_and_value_scaling,wide,DEoptimR,12,1.0479504494087182,1,1.1503078284358517,0.12023939564918298,1,1.8067111364326345,0.17580444004345214,5.718119767056561,0.5847995659385605
6,DDM,time_and_value_scaling,wide,DEoptimR,13,1.0479504494087182,1,1.1503078284358517,0.12023939564918298,1,1.8067111364326345,0.17580444004345214,5.718119767056561,0.5847995659385605
6,DDM,time_and_value_scaling,wide,DEoptimR,14,0.5096170477840144,1,2.120463152460335,0.3304093749648321,1,6.400908443841099,0.9511341188819901,8.614875506824596,0.10600061845156035
6,DDM,time_and_value_scaling,wide,DEoptimR,15,0.5096170477840144,1,2.120463152460335,0.3304093749648321,1,6.400908443841099,0.9511341188819901,8.614875506824596,0.10600061845156035
6,DDM,time_and_value_scaling,wide,DEoptimR,16,0.7073608352126758,1,2.175306031946093,0.18720453679095955,1,2.261134382080939,0.6626469484656304,4.279359835916927,0.14759859398473055
6,DDM,time_and_value_scaling,wide,DEoptimR,17,0.7852382436843278,1,1.8348195711447828,0.22627439100431304,1,2.665031086418659,0.6591360465072409,3.8744459229089783,1.1236033792106814
6,DDM,time_and_value_scaling,wide,DEoptimR,18,0.7009496331789102,1,1.9048818863475565,0.17857617411713822,1,1.8484080119768604,0.6172069366148424,3.715480248657951,1.0851048506929926
6,DDM,time_and_value_scaling,wide,DEoptimR,19,0.7009496331789102,1,1.9048818863475565,0.17857617411713822,1,1.8484080119768604,0.6172069366148424,3.715480248657951,1.0851048506929926
6,DDM,time_and_value_scaling,wide,DEoptimR,20,0.7009496331789102,1,1.9048818863475565,0.17857617411713822,1,1.8484080119768604,0.6172069366148424,3.715480248657951,1.0851048506929926
6,DDM,time_and_value_scaling,wide,DEoptimR,21,0.7009496331789102,1,1.9048818863475565,0.17857617411713822,1,1.8484080119768604,0.6172069366148424,3.715480248657951,1.0851048506929926
6,DDM,time_and_value_scaling,wide,DEoptimR,22,0.7009496331789102,1,1.9048818863475565,0.17857617411713822,1,1.8484080119768604,0.6172069366148424,3.715480248657951,1.0851048506929926
6,DDM,time_and_value_scaling,wide,DEoptimR,23,0.7009496331789102,1,1.9048818863475565,0.17857617411713822,1,1.8484080119768604,0.6172069366148424,3.715480248657951,1.0851048506929926
6,DDM,time_and_value_scaling,wide,DEoptimR,24,0.7009496331789102,1,1.9048818863475565,0.17857617411713822,1,1.8484080119768604,0.6172069366148424,3.715480248657951,1.0851048506929926
