participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t0
58,DFT_CRT,value_scaling,wide,DEoptim,2.4929406348772676,1,0.7708293866318073,2.999999999881069,1,0.41184076457186863,2.4753125553436504,1.321949254848345
