participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
64,DDM,defer_speedup_time_and_value_scaling,wide,DEoptim,2100,TRUE,-365.94068048995354,747.8813609799071,775.7928627891606
