participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
51,DFT_CRT,value_scaling_t0,wide,DEoptimR,1.2024492096822066,1,1.0090675116143892,0.8123259899453494,1,0.514961103154035,2.1701677065633342,1.351055702262398,1.4008393736992941,1.3691515105124648
