participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
69,DFT_CRT,value_scaling_t0,wide,DEoptimR,0.39574342981701977,1,1.000000009947446,0.7464447329513724,1,0.946823396323493,2.924825351889041,1.3525608276269736,1.327340223080836,1.4550104745517254
