participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
49,DFT_CRT,time_and_value_scaling_t0,wide,DEoptimR,1.6514741292622714,1,1.0013732978203524,1.1805606756213851,1,2.572548722023095,1.797532006097335,0.7311709678762855,2.508183664902517,1.319415565436318,1.280895041834793,1.326603605125262
