participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,a,t01,t02,t03
11,DDM,value_scaling_t0,wide,DEoptimR,0.9510163942608241,1,0.9940325848295609,0.3727455373498774,1,0.5508058197881109,2.374264399021255,1.3679079559698182,1.3859823430387685,1.3859264105582056
