participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
26,DDM,time_and_value_scaling_t0,wide,DEoptim,0.8308343921446955,1,1.0011679135668183,0.364762317517821,1,1.8537038177057,1.4844212494790554,0.7944170987748927,3.2104055169959684,1.1989947111484047,1.3420383440762569,1.2546672010575366
