participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
6,DDM,time_and_value_scaling_t0,wide,DEoptimR,delay,4987.587803090871,0.8953476496242515
6,DDM,time_and_value_scaling_t0,wide,DEoptimR,date,4985.984343827902,0.8950598043693815
