participant_id,model,parameterization,bound_settings,algorithm,frame,auc,norm_auc
85,DFT_CRT,value_scaling,wide,DEoptimR,delay,4046.9185536230657,0.7264832536806112
85,DFT_CRT,value_scaling,wide,DEoptimR,date,5054.425104132839,0.9073459587784422
