participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,w,theta_star,t01,t02
20,DFT_CRT,time_scaling_t0,wide,DEoptim,1,2.084101298158057,1,1.3468086058576592,1,9.840633503627032,0.7275831632698281,9.931037620082497,0.9263718410627917,1.4455396991455929
20,DFT_CRT,time_scaling_t0,wide,DEoptim,2,2.084101298158057,1,1.3468086058576592,1,6.337077375035733,0.6090782699781833,9.931037620082497,0.9263718410627917,1.4455396991455929
20,DFT_CRT,time_scaling_t0,wide,DEoptim,3,0.8174544367156922,1,0.9528511455012486,1,9.994586305692792,0.7366357135540897,6.784497740991412,0.9319005410345269,1.0603430456039495
20,DFT_CRT,time_scaling_t0,wide,DEoptim,4,0.8174544367156922,1,0.9528511455012486,1,9.994586305692792,0.7366357135540897,6.784497740991412,0.9319005410345269,1.0603430456039495
20,DFT_CRT,time_scaling_t0,wide,DEoptim,5,1.8316953907324933,1,1.0785922883945518,1,5.804703328758478,0.34681808517534757,5.8062691626460285,1.1894811153794638,0.3476491197594442
20,DFT_CRT,time_scaling_t0,wide,DEoptim,6,1.8316953907324933,1,1.0785922883945518,1,5.804703328758478,0.34681808517534757,5.8062691626460285,1.1894811153794638,0.3476491197594442
20,DFT_CRT,time_scaling_t0,wide,DEoptim,7,1.8316953907324933,1,1.0785922883945518,1,5.804703328758478,0.34681808517534757,5.8062691626460285,1.1894811153794638,0.3476491197594442
20,DFT_CRT,time_scaling_t0,wide,DEoptim,8,1.8316953907324933,1,1.0785922883945518,1,5.804703328758478,0.34681808517534757,5.8062691626460285,1.1894811153794638,0.3476491197594442
20,DFT_CRT,time_scaling_t0,wide,DEoptim,9,1.8316953907324933,1,1.0785922883945518,1,5.804703328758478,0.34681808517534757,5.8062691626460285,1.1894811153794638,0.3476491197594442
20,DFT_CRT,time_scaling_t0,wide,DEoptim,10,2.7938499326100574,1,0.5218102060006038,1,0.33402003115043044,0.15230741602435893,5.385029550370698,0.7333769855325855,0.6635408480535262
20,DFT_CRT,time_scaling_t0,wide,DEoptim,11,2.7938499326100574,1,0.5218102060006038,1,0.33402003115043044,0.15230741602435893,5.385029550370698,0.7333769855325855,0.6635408480535262
20,DFT_CRT,time_scaling_t0,wide,DEoptim,12,0.485890021760948,1,0.8237479612039998,1,7.935652213655412,0.8531305319498284,3.851839354843648,1.2154932721421194,0.5706124219228514
20,DFT_CRT,time_scaling_t0,wide,DEoptim,13,0.485890021760948,1,0.8237479612039998,1,7.935652213655412,0.8531305319498284,3.851839354843648,1.2154932721421194,0.5706124219228514
20,DFT_CRT,time_scaling_t0,wide,DEoptim,14,1.4847299726083798,1,0.5218102060006038,1,0.33402003115043044,0.15230741602435893,5.385029550370698,0.7333769855325855,0.6635408480535262
20,DFT_CRT,time_scaling_t0,wide,DEoptim,15,1.4847299726083798,1,0.5218102060006038,1,0.33402003115043044,0.15230741602435893,5.385029550370698,0.7333769855325855,0.6635408480535262
20,DFT_CRT,time_scaling_t0,wide,DEoptim,16,1.4847299726083798,1,0.5218102060006038,1,0.4494575294665992,0.15230741602435893,5.385029550370698,0.7333769855325855,0.6635408480535262
20,DFT_CRT,time_scaling_t0,wide,DEoptim,17,0.4000280807938368,1,1.9138515186516039,1,1.4376099450699982,0.9362144591838704,4.338733317661206,1.4426497103802034,1.1732673474868944
20,DFT_CRT,time_scaling_t0,wide,DEoptim,18,0.4000280807938368,1,1.9138515186516039,1,1.4376099450699982,0.9362144591838704,4.338733317661206,1.4426497103802034,1.1732673474868944
20,DFT_CRT,time_scaling_t0,wide,DEoptim,19,0.4000280807938368,1,1.9138515186516039,1,1.4376099450699982,0.9362144591838704,4.338733317661206,1.4426497103802034,1.1732673474868944
20,DFT_CRT,time_scaling_t0,wide,DEoptim,20,0.4000280807938368,1,1.9138515186516039,1,1.4376099450699982,0.9362144591838704,4.338733317661206,1.4426497103802034,1.1732673474868944
20,DFT_CRT,time_scaling_t0,wide,DEoptim,21,0.4000280807938368,1,1.9138515186516039,1,1.4376099450699982,0.9362144591838704,4.338733317661206,1.4426497103802034,1.1732673474868944
20,DFT_CRT,time_scaling_t0,wide,DEoptim,22,0.7365991553827189,1,1.9138515186516039,1,1.4376099450699982,0.9362144591838704,4.338733317661206,1.4426497103802034,1.5214895784167757
20,DFT_CRT,time_scaling_t0,wide,DEoptim,23,0.7365991553827189,1,1.9138515186516039,1,1.4376099450699982,0.9362144591838704,4.338733317661206,1.4426497103802034,1.5214895784167757
20,DFT_CRT,time_scaling_t0,wide,DEoptim,24,0.7365991553827189,1,1.9138515186516039,1,1.4376099450699982,0.9362144591838704,4.338733317661206,1.4426497103802034,1.5214895784167757
20,DFT_CRT,time_scaling_t0,wide,DEoptim,25,2.1571189413429237,1,1.0845230555972085,1,2.9658934764370315,0.05103672113783009,4.341552738353467,0.5281839610797391,1.348289077162851
20,DFT_CRT,time_scaling_t0,wide,DEoptim,26,2.1571189413429237,1,1.0845230555972085,1,2.9658934764370315,0.05103672113783009,4.341552738353467,0.5281839610797391,1.348289077162851
20,DFT_CRT,time_scaling_t0,wide,DEoptim,27,2.295900833702316,1,0.1921765111128888,1,2.9658934764370315,0.05103672113783009,4.341552738353467,0.5281839610797391,1.348289077162851
20,DFT_CRT,time_scaling_t0,wide,DEoptim,28,2.295900833702316,1,0.1921765111128888,1,2.9658934764370315,0.05103672113783009,4.341552738353467,0.5281839610797391,1.348289077162851
20,DFT_CRT,time_scaling_t0,wide,DEoptim,29,2.295900833702316,1,0.1921765111128888,1,2.9658934764370315,0.05103672113783009,4.341552738353467,0.5281839610797391,1.348289077162851
20,DFT_CRT,time_scaling_t0,wide,DEoptim,30,2.295900833702316,1,0.1921765111128888,1,6.326077024949461,0.05103672113783009,4.341552738353467,0.5281839610797391,1.348289077162851
20,DFT_CRT,time_scaling_t0,wide,DEoptim,31,1.8316953907324933,1,1.0785922883945518,1,0.7371387471598378,0.11654814148213499,3.8622797620319758,0.864914708630375,1.5646741740006802
20,DFT_CRT,time_scaling_t0,wide,DEoptim,32,1.8316953907324933,1,1.0785922883945518,1,0.7371387471598378,0.11654814148213499,3.8622797620319758,0.864914708630375,1.5646741740006802
20,DFT_CRT,time_scaling_t0,wide,DEoptim,33,2.295900833702316,1,0.7024449066398811,1,6.326077024949461,0.05103672113783009,4.341552738353467,0.5281839610797391,1.348289077162851
20,DFT_CRT,time_scaling_t0,wide,DEoptim,34,2.295900833702316,1,0.7024449066398811,1,6.326077024949461,0.05103672113783009,4.341552738353467,0.5281839610797391,1.348289077162851
20,DFT_CRT,time_scaling_t0,wide,DEoptim,35,0.6607589086814414,1,1.9138515186516039,1,1.4376099450699982,0.9362144591838704,4.338733317661206,1.4426497103802034,1.5214895784167757
20,DFT_CRT,time_scaling_t0,wide,DEoptim,36,0.6607589086814414,1,1.9138515186516039,1,1.4376099450699982,0.9362144591838704,4.338733317661206,1.4426497103802034,1.5214895784167757
20,DFT_CRT,time_scaling_t0,wide,DEoptim,37,0.3853712076617475,1,0.46876179318202826,1,1.226975814579408,0.8531305319498284,3.851839354843648,1.2154932721421194,1.6185945306794594
20,DFT_CRT,time_scaling_t0,wide,DEoptim,38,0.3853712076617475,1,0.46876179318202826,1,1.226975814579408,0.8531305319498284,3.851839354843648,1.2154932721421194,1.6185945306794594
20,DFT_CRT,time_scaling_t0,wide,DEoptim,39,0.3853712076617475,1,0.46876179318202826,1,1.226975814579408,0.8531305319498284,3.851839354843648,1.2154932721421194,1.6185945306794594
20,DFT_CRT,time_scaling_t0,wide,DEoptim,40,0.3853712076617475,1,0.46876179318202826,1,1.226975814579408,0.8531305319498284,3.851839354843648,1.2154932721421194,1.6185945306794594
20,DFT_CRT,time_scaling_t0,wide,DEoptim,41,0.3853712076617475,1,0.46876179318202826,1,1.226975814579408,0.8531305319498284,3.851839354843648,0.8531533043677806,1.4158478282597629
20,DFT_CRT,time_scaling_t0,wide,DEoptim,42,0.3853712076617475,1,0.46876179318202826,1,1.226975814579408,0.8531305319498284,3.851839354843648,0.8531533043677806,1.4158478282597629
20,DFT_CRT,time_scaling_t0,wide,DEoptim,43,0.3853712076617475,1,0.46876179318202826,1,1.226975814579408,0.8531305319498284,3.851839354843648,1.4033581315247243,1.4158478282597629
20,DFT_CRT,time_scaling_t0,wide,DEoptim,44,0.3853712076617475,1,0.46876179318202826,1,1.226975814579408,0.8531305319498284,3.851839354843648,1.4033581315247243,1.4158478282597629
