participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
24,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,0.9236860936987031,1,0.9599864979571103,0.576244854132904,1,1.681193164549768,0.793898791107606,0.8098949362177407,3.023328383803041,1.3967636436595403,1.275207920802309,1.3935980851932104
