participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
55,DFT_CRT,value_scaling_t0,wide,DEoptim,1.7240536237866184,1,0.9857649697360477,1.4183733917221237,1,0.5696613593519153,3.6238802223018984,1.3260759948600362,1.1369503977053104,1.207428918070527
