participant_id,model,parameterization,bound_settings,algorithm,n_iter,converged,LL,AIC,BIC
37,DDM,defer_speedup_value_scaling_t0,wide,DEoptimR,687,TRUE,-423.3813313443325,862.762662688665,890.6410381565903
