participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,1,1.9870827610162087,1,2.708770731696859,1.1503176341601649,1,0.14424150065369906,6.982802058982196,0.7035424362635241,0.10536817348329351,0.5747099866392091
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,2,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,3,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,4,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,5,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,6,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,7,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,8,1.5496389967686857,1,0.9159568331670016,1.707480986295268,1,0.8931471040112618,6.832272544542793,1.3207176427493375,0.6162423906149344,1.2239312306861394
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,9,2.8803898797002394,1,0.9862641762791171,0.9827520628318023,1,0.0783667569365529,4.443422030359024,0.5537860281570701,0.23772351866246932,0.7247001470929102
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,10,2.8803898797002394,1,0.9862641762791171,0.9827520628318023,1,0.0783667569365529,4.443422030359024,0.5537860281570701,0.23772351866246932,0.7247001470929102
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,11,2.8803898797002394,1,0.9862641762791171,0.9827520628318023,1,0.0783667569365529,4.443422030359024,0.5537860281570701,0.23772351866246932,0.7247001470929102
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,12,2.8803898797002394,1,0.9862641762791171,0.9827520628318023,1,0.0783667569365529,4.443422030359024,0.5537860281570701,0.23772351866246932,0.7247001470929102
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,13,2.8803898797002394,1,0.9862641762791171,0.9827520628318023,1,0.0783667569365529,4.443422030359024,0.5537860281570701,0.23772351866246932,0.7247001470929102
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,14,2.8803898797002394,1,0.9862641762791171,0.9827520628318023,1,0.0783667569365529,4.443422030359024,0.5537860281570701,0.23772351866246932,0.7247001470929102
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,15,2.8803898797002394,1,0.9862641762791171,0.9827520628318023,1,0.0783667569365529,4.443422030359024,0.5537860281570701,0.23772351866246932,0.7247001470929102
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,16,2.8803898797002394,1,0.9862641762791171,0.9827520628318023,1,0.0783667569365529,4.443422030359024,0.5537860281570701,0.23772351866246932,0.7247001470929102
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,17,0.5167652019499017,1,1.0515010840940655,0.03943014739774697,1,0.8076181662467369,3.178375327620219,0.912337806547282,0.4824590147878186,0.9677752050272045
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,18,0.8312076248672902,1,0.9937438054718388,0.5564613508922508,1,0.8282824653315244,3.4211362722713963,1.0185533900081833,1.0055221465347823,0.6367857449146517
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,19,0.8312076248672902,1,0.9937438054718388,0.5564613508922508,1,0.8282824653315244,3.4211362722713963,1.0185533900081833,1.0055221465347823,0.6367857449146517
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,20,0.8312076248672902,1,0.9937438054718388,0.5564613508922508,1,0.8282824653315244,3.4211362722713963,1.0185533900081833,1.0055221465347823,0.6367857449146517
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,21,0.8312076248672902,1,0.9937438054718388,0.5564613508922508,1,0.8282824653315244,3.4211362722713963,1.0185533900081833,1.0055221465347823,0.6367857449146517
86,DFT_CRT,value_scaling_t0,wide,DEoptimR,22,0.8312076248672902,1,0.9937438054718388,0.5564613508922508,1,0.8282824653315244,3.4211362722713963,1.0185533900081833,1.0055221465347823,0.6367857449146517
