participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
37,DFT_CRT,time_scaling_t0,wide,DEoptim,0.9814188496575097,1,0.5679339409776255,1,4.2132032487885445,0.8502110759365159,0.7076941996402875,2.729646112918667,1.2961303651435059,1.380028111070421,1.3764619355519176
