participant_id,model_name,parameterization,bound_settings,algorithm,alpha,mu,beta,kappa1,kappa2,kappa3,w,a,t01,t02,t03
67,DDM,time_scaling_t0,wide,DEoptim,0.5792791461304866,1,0.9739699060690936,1,0.7998468199270895,0.9912116713475467,0.9845050472909329,3.256086952140365,1.3545724632693386,1.3150194203728613,1.5143109397131698
