participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,kappa3,w,theta_star,t01,t02,t03
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,1,1.852865331133362,1,0.5092779023107141,0.1902061708713882,1,0.9497047355398536,8.53032696293667,0.46251299911487387,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,2,1.852865331133362,1,0.5092779023107141,0.1902061708713882,1,0.9497047355398536,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,3,1.852865331133362,1,0.5092779023107141,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,4,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,5,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,6,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,7,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,8,1.852865331133362,1,1.023646342707798,0.1902061708713882,1,6.758516984991729,8.53032696293667,0.15660205391443427,5.600885037791449,0.5629599530715496,0.4852044602390379,0.713999649102334
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,9,1.599662993953265,1,1.826174970014021,1.311771088144742,1,0.1937899086624384,8.837010324932635,0.41982925995063675,2.943645221162588,1.6108167613041589,1.2686208084574901,1.175902488490101
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,10,1.599662993953265,1,1.826174970014021,2.111861466498114,1,0.1937899086624384,8.837010324932635,0.41982925995063675,2.943645221162588,1.6108167613041589,1.2686208084574901,1.175902488490101
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,11,1.599662993953265,1,1.826174970014021,2.111861466498114,1,0.1937899086624384,8.837010324932635,0.41982925995063675,2.943645221162588,1.6108167613041589,1.2686208084574901,1.175902488490101
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,12,1.599662993953265,1,1.826174970014021,2.111861466498114,1,0.1937899086624384,8.837010324932635,0.41982925995063675,2.943645221162588,1.6108167613041589,1.2686208084574901,1.175902488490101
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,13,1.599662993953265,1,1.826174970014021,2.111861466498114,1,0.1937899086624384,8.837010324932635,0.41982925995063675,2.943645221162588,1.6108167613041589,1.2686208084574901,1.175902488490101
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,14,1.599662993953265,1,1.826174970014021,2.111861466498114,1,0.1937899086624384,8.837010324932635,0.41982925995063675,2.943645221162588,1.6108167613041589,1.2686208084574901,1.175902488490101
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,15,1.610368735087104,1,0.9856265102483335,1.9016212208895011,1,4.484558368567377,9.406786011349409,0.6056257165601049,2.885977848978902,0.45349461040459577,0.7419056031526998,1.3626218283405716
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,16,1.610368735087104,1,0.9856265102483335,1.9016212208895011,1,4.484558368567377,9.406786011349409,0.6056257165601049,2.885977848978902,0.45349461040459577,0.7419056031526998,1.3626218283405716
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,17,1.610368735087104,1,0.9856265102483335,1.9016212208895011,1,4.484558368567377,4.350829955656081,0.6056257165601049,2.885977848978902,0.45349461040459577,0.7419056031526998,1.3626218283405716
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,18,1.610368735087104,1,0.9856265102483335,1.9016212208895011,1,4.484558368567377,4.350829955656081,0.6056257165601049,2.885977848978902,0.45349461040459577,0.7419056031526998,1.3626218283405716
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,19,1.610368735087104,1,0.9856265102483335,1.9016212208895011,1,4.484558368567377,4.350829955656081,0.6056257165601049,2.885977848978902,0.45349461040459577,0.7419056031526998,1.3626218283405716
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,20,1.610368735087104,1,0.9856265102483335,1.9016212208895011,1,4.484558368567377,4.350829955656081,0.6056257165601049,2.885977848978902,0.45349461040459577,0.9302901625264066,1.3626218283405716
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,21,1.610368735087104,1,0.9856265102483335,1.9016212208895011,1,4.484558368567377,4.350829955656081,0.6056257165601049,2.885977848978902,0.45349461040459577,0.9302901625264066,1.3626218283405716
88,DFT_CRT,time_and_value_scaling_t0,wide,DEoptim,22,1.610368735087104,1,0.9856265102483335,1.9016212208895011,1,4.484558368567377,4.350829955656081,0.6056257165601049,2.885977848978902,0.45349461040459577,0.9302901625264066,1.3626218283405716
